Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Swinub""","""https://archives.bulbagarden.net/media/upload/thumb/f/f7/0220Swinub.png/250px-0220Swinub.png""","[""Male""; ""Female""]",2,4,2,4,1,3,1,3,1,3,3,1,"[""Oblivious""; ""Snow Cloak""]","[[""Odor Sleuth""; 0];[""Tackle""; 0];[""Mud Sport""; 0];[""Powder Snow""; 1];[""Mud Slap""; 1];[""Take Down""; 1];[""Mud Bomb""; 2];[""Icy Wind""; 2];[""Ice Shard""; 2];[""Endure""; 2];[""Mist""; 2];[""Earthquake""; 3];[""Flail""; 3];[""Blizzard""; 3];[""Amnesia""; 3];[""Freeze-Dry""; 4];[""Stealth Rock""; 4];[""Body Slam""; 4]]",2,"[""Ice""; ""Ground""]","[""Cave""; ""Snow""]"
"""Piloswine""","""https://archives.bulbagarden.net/media/upload/thumb/3/3e/0221Piloswine.png/250px-0221Piloswine.png""","[""Male""; ""Female""]",3,6,2,4,2,5,2,4,2,4,5,2,"[""Oblivious""; ""Snow Cloak""]","[[""Odor Sleuth""; 0];;[""Mud Sport""; 0];[""Peck""; 1];[""Powder Snow""; 1];[""Mud Slap""; 0];[""Take Down""; 1];[""Mud Bomb""; 2];[""Icy Wind""; 2];[""Ice Fang""; 2];[""Endure""; 2];[""Ancient Power""; 2];[""Fury Attack""; 2];[""Mist""; 2];[""Earthquake""; 3];[""Thrash""; 3];[""Blizzard""; 3];[""Amnesia""; 3];[""Freeze-Dry""; 4];[""Avalanche""; 4];[""Body Slam""; 4]]",2,"[""Ice""; ""Ground""]","[""Cave""; ""Snow""]"
"""Corsola""","""https://archives.bulbagarden.net/media/upload/thumb/e/e8/0222Corsola.png/250px-0222Corsola.png""","[""Male""; ""Female""]",2,4,1,3,3,6,2,4,3,6,4,2,"[""Hustle""; ""Natural Cure""]","[[""Tackle""; 0];[""Harden""; 1];[""Bubble""; 1];[""Recover""; 1];[""Refresh""; 2];[""Bubble Beam""; 2];[""Ancient Power""; 2];[""Lucky Chant""; 2];[""Spike Cannon""; 2];[""Brine""; 2];[""Iron Defense""; 2];[""Rock Blast""; 2];[""Endure""; 2];[""Power Gem""; 2];[""Aqua Ring""; 3];[""Mirror Coat""; 3];[""Earth Power""; 3];[""Flail""; 3];[""Head Smash""; 4];[""Screech""; 4];[""Whirlpool""; 4]]",2,"[""Water""; ""Rock""]","[""Ocean""]"
"""Remoraid""","""https://archives.bulbagarden.net/media/upload/thumb/e/ed/0223Remoraid.png/250px-0223Remoraid.png""","[""Male""; ""Female""]",2,4,2,4,1,3,2,4,1,3,3,1,"[""Hustle""; ""Sniper""]","[[""Water Gun""; 0];[""Lock-On""; 1];[""Psybeam""; 1];[""Aurora Beam""; 2];[""Bubble Beam""; 2];[""Focus Energy""; 2];[""Water Pulse""; 2];[""Signal Beam""; 2];[""Ice Beam""; 2];[""Bullet Seed""; 2];[""Hydro Pump""; 3];[""Hyper Beam""; 3];[""Soak""; 3];[""Mud Shot""; 4];[""Dive""; 4];[""Supersonic""; 4]]",2,"[""Water""]","[""Ocean""]"
"""Octillery""","""https://archives.bulbagarden.net/media/upload/thumb/e/e4/0224Octillery.png/250px-0224Octillery.png""","[""Male""; ""Female""]",3,6,2,4,2,5,3,6,2,5,4,2,"[""Sniper""; ""Suction Cups""]","[[""Rock Blast""; 0];[""Constrict""; 0];[""Water Gun""; 0];[""Psybeam""; 1];[""Aurora Beam""; 2];[""Bubble Beam""; 2];[""Focus Energy""; 2];[""Octazooka""; 2];[""Wring Out""; 2];[""Signal Beam""; 2];[""Ice Beam""; 2];[""Bullet Seed""; 2];[""Gunk Shot""; 3];[""Hydro Pump""; 3];[""Hyper Beam""; 3];[""Soak""; 3];[""Water Spout""; 4];[""Dive""; 4];[""Acid Spray""; 4]]",2,"[""Water""]","[""Ocean""]"
"""Delibird""","""https://archives.bulbagarden.net/media/upload/thumb/b/bc/0225Delibird.png/250px-0225Delibird.png""","[""Male""; ""Female""]",2,4,2,5,2,4,2,4,2,4,4,2,"[""Hustle""; ""Vital Spirit""]","[[""Present""; 0];[""Fake Out""; 1];[""Icy Wind""; 1];[""Spikes""; 2];[""Ice Ball""; 2];[""Drill Peck""; 2];[""Freeze-Dry""; 2];[""Future Sight""; 3];[""Aurora Veil""; 4];[""Ice Shard""; 4];[""Sky Attack""; 4]]",2,"[""Ice""; ""Flying""]","[""Mountain""; ""Forest""; ""Snow""]"
"""Mantine""","""https://archives.bulbagarden.net/media/upload/thumb/4/49/0226Mantine.png/250px-0226Mantine.png""","[""Male""; ""Female""]",1,3,2,5,2,5,2,5,3,7,4,2,"[""Swift Swim""; ""Water Absorb""]","[[""Bubble""; 0];[""Tackle""; 0];[""Psybeam""; 1];[""Bubble Beam""; 1];[""Supersonic""; 1];[""Bullet Seed""; 1];[""Signal Beam""; 2];[""Roost""; 2];[""Confuse Ray""; 2];[""Wing Attack""; 2];[""Wide Guard""; 2];[""Water Pulse""; 2];[""Agility""; 2];[""Take Down""; 2];[""Headbutt""; 3];[""Air Slash""; 3];[""Aqua Ring""; 3];[""Bounce""; 3];[""Hydro Pump""; 3];[""Twister""; 4];[""Mirror Coat""; 4];[""Mud Sport""; 4]]",2,"[""Water""; ""Flying""]","[""Ocean""]"
"""Skarmory""","""https://archives.bulbagarden.net/media/upload/thumb/a/a9/0227Skarmory.png/250px-0227Skarmory.png""","[""Male""; ""Female""]",2,5,2,5,3,7,1,3,2,5,4,2,"[""Keen Eye""; ""Sturdy""]","[[""Leer""; 0];[""Peck""; 0];[""Sand Attack""; 1];[""Swift""; 1];[""Metal Claw""; 1];[""Agility""; 2];[""Fury Attack""; 2];[""Feint""; 2];[""Air Cutter""; 2];[""Spikes""; 2];[""Metal Sound""; 2];[""Steel Wing""; 2];[""Autotomatize""; 3];[""Air Slash""; 3];[""Slash""; 3];[""Night Slash""; 3];[""Brave Bird""; 4];[""Ominous Wind""; 4];[""Pursuit""; 4]]",2,"[""Steel""; ""Flying""]","[""Mountain""; ""Plains""]"
"""Houndour""","""https://archives.bulbagarden.net/media/upload/thumb/f/f8/0228Houndour.png/250px-0228Houndour.png""","[""Male""; ""Female""]",2,4,2,4,1,3,2,5,2,4,3,0,"[""Early Bird""; ""Flash Fire""]","[[""Ember""; 0];[""Leer""; 0];[""Howl""; 1];[""Smog""; 1];[""Bite""; 1];[""Roar""; 2];[""Odor Sleuth""; 2];[""Beat Up""; 2];[""Fire Fang""; 2];[""Feint Attack""; 2];[""Embargo""; 2];[""Flamethrower""; 2];[""Foul Play""; 3];[""Crunch""; 3];[""Nasty Plot""; 3];[""Inferno""; 3];[""Super Fang""; 4];[""Reversal""; 4];[""Feint""; 4]]",2,"[""Dark""; ""Fire""]","[""City""; ""Mountain""; ""Forest""]"
"""Houndoom""","""https://archives.bulbagarden.net/media/upload/thumb/0/05/0229Houndoom.png/250px-0229Houndoom.png""","[""Male""; ""Female""]",2,5,3,6,2,4,3,6,2,5,4,1,"[""Early Bird""; ""Flash Fire""]","[[""Ember""; 0];[""Leer""; 0];[""Howl""; 1];[""Smog""; 1];[""Bite""; 1];[""Thunder Fang""; 2];[""Roar""; 2];[""Odor Sleuth""; 2];[""Beat Up""; 2];[""Fire Fang""; 2];[""Feint Attack""; 2];[""Embargo""; 2];[""Flamethrower""; 2];[""Foul Play""; 3];[""Crunch""; 3];[""Nasty Plot""; 3];[""Inferno""; 3];[""Destiny Bond""; 4];[""Spite""; 4];[""Sucker Punch""; 4]]",2,"[""Dark""; ""Fire""]","[""City""; ""Mountain""; ""Forest""]"
"""Kingdra""","""https://archives.bulbagarden.net/media/upload/thumb/b/b6/0230Kingdra.png/250px-0230Kingdra.png""","[""Male""; ""Female""]",3,6,2,5,3,6,3,6,3,6,5,2,"[""Sniper""; ""Swift Swim""]","[[""Bubble""; 0];[""Leer""; 0];[""Water Gun""; 1];[""Smokescreen""; 1];[""Focus Energy""; 2];[""Yawn""; 2];[""Agility""; 2];[""Bubble Beam""; 2];[""Brine""; 2];[""Twister""; 2];[""Dragon Dance""; 3];[""Hydro Pump""; 3];[""Dragon Pulse""; 3];[""Draco Meteor""; 4];[""Dragon Breath""; 4];[""Muddy Water""; 4]]",2,"[""Dragon""; ""Water""]","[""Ocean""]"
"""Phanpy""","""https://archives.bulbagarden.net/media/upload/thumb/1/1e/0231Phanpy.png/250px-0231Phanpy.png""","[""Male""; ""Female""]",2,4,1,3,2,4,1,3,1,3,3,0,"[""Pick Up""]","[[""Defense Curl""; 0];[""Odor Sleuth""; 0];[""Tackle""; 0];[""Growl""; 0];[""Flail""; 1];[""Take Down""; 1];[""Rollout""; 2];[""Natural Gift""; 2];[""Slam""; 2];[""Charm""; 2];[""Endure""; 3];[""Last Resort"";3];[""Double-Edge""; 3];[""Play Rough""; 4];[""Ice Shard""; 4];[""Mud Slap""; 4]]",2,"[""Ground""]","[""Plains""; ""Jungle""; ""Mountain""]"
"""Donphan""","""https://archives.bulbagarden.net/media/upload/thumb/4/44/0232Donphan.png/250px-0232Donphan.png""","[""Male""; ""Female""]",3,7,2,4,3,6,2,4,2,4,4,1,"[""Sturdy""]","[[""Defense Curl""; 0];[""Horn Attack""; 0];[""Growl""; 0];[""Fire Fang""; 1];[""Thunder Fang""; 1];[""Rapid Spin""; 1];[""Bulldoze""; 2];[""Knock Off""; 2];[""Rollout""; 2];[""Magnitude""; 2];[""Slam""; 2];[""Fury Attack""; 2];[""Assurance""; 2];[""Scary Face""; 3];[""Earthquake"";3];[""Giga Impact""; 3];[""Counter""; 4];[""Ice Shard""; 4];[""Fissure""; 4]]",2,"[""Ground""]","[""Plains""; ""Jungle""; ""Mountain""]"
"""Porygon 2""","""https://archives.bulbagarden.net/media/upload/thumb/b/b8/0233Porygon2.png/250px-0233Porygon2.png""","[""None""]",2,5,2,4,2,5,3,6,3,6,4,3,"[""Download""; ""Trace""]","[[""Conversion""; 0];[""Tackle""; 0];[""Conversion 2""; 0];[""Defense Curl""; 1];[""Psybeam""; 2];[""Agility""; 2];[""Recover""; 2];[""Magnet Rise""; 2];[""Signal Beam""; 2];[""Recycle""; 2];[""Discharge""; 2];[""Lock-On""; 3];[""Tri Attack""; 3];[""Magic Coat""; 3];[""Zap Cannon""; 3];[""Hyper Beam""; 3];[""Gravity""; 4];[""Shockwave""; 4];[""Pain Split""; 4]]",2,"[""Normal""]","[""City""]"
