Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Geodude (Alola)","""https://archives.bulbagarden.net/media/upload/a/a4/0074Geodude-Alola.png""","[""Male""; ""Female""]",2,5,1,3,3,6,1,3,1,3,3,0,"[""Magnet Pull""; ""Sturdy""]","[[""Tackle""; 0];[""Defense Curl""; 0];[""Charge""; 1];[""Rock Polish""; 1];[""Rollout""; 1];[""Spark""; 2];[""Rock Throw""; 2];[""Rock Blast""; 2];[""Smack Down""; 2];[""Self Destruct""; 2];[""Thunder Punch""; 2];[""Stealth Rock""; 2];[""Discharge""; 3];[""Explosion""; 3];[""Double-Edge""; 3];[""Stone Edge""; 3];[""Rock Climb""; 4];[""Wide Guard""; 4];[""Screech""; 4]]",7,"[""Rock""; ""Electric""]","[""Mountain""; ""Cave""]"
"""Graveler (Alola)""","""https://archives.bulbagarden.net/media/upload/0/05/0075Graveler-Alola.png""","[""Male""; ""Female""]",3,6,1,3,3,6,2,4,2,4,4,1,"[""Magnet Pull""; ""Sturdy""]","[[""Tackle""; 0];[""Defense Curl""; 0];[""Charge""; 1];[""Rock Polish""; 1];[""Rollout""; 1];[""Spark""; 2];[""Rock Throw""; 2];[""Rock Blast""; 2];[""Smack Down""; 2];[""Self Destruct""; 2];[""Thunder Punch""; 2];[""Stealth Rock""; 2];[""Discharge""; 3];[""Explosion""; 3];[""Double-Edge""; 3];[""Stone Edge""; 3];[""Rock Climb""; 4];[""Wide Guard""; 4];[""Screech""; 4]]",7,"[""Rock""; ""Electric""]","[""Mountain""; ""Cave""]"
"""Golem (Alola)""","""https://archives.bulbagarden.net/media/upload/9/9e/0076Golem-Alola.png""","[""Male""; ""Female""]",3,7,2,4,3,7,2,4,2,4,5,2,"[""Galvanize""; ""Sturdy""]","[[""Tackle""; 0];[""Defense Curl""; 0];[""Charge""; 1];[""Rock Polish""; 1];[""Rollout""; 1];[""Spark""; 2];[""Rock Throw""; 2];[""Rock Blast""; 2];[""Smack Down""; 2];[""Self Destruct""; 2];[""Thunder Punch""; 2];[""Stealth Rock""; 2];[""Discharge""; 3];[""Explosion""; 3];[""Double-Edge""; 3];[""Stone Edge""; 3];[""Magnet Rise""; 4];[""Counter""; 4];[""Wild Charge""; 4]]",7,"[""Rock""; ""Electric""]","[""Mountain""; ""Cave""]"
"""Ponyta""","""https://archives.bulbagarden.net/media/upload/thumb/c/c0/0077Ponyta.png/250px-0077Ponyta.png""","[""Male""; ""Female""]",2,5,2,5,2,4,2,4,2,4,3,1,"[""Run Away""; ""Flash Fire""]","[[""Tackle""; 0];[""Growl""; 0];[""Tail Whip""; 1];[""Ember""; 1];[""Flame Wheel""; 1];[""Take Down""; 1];[""Flame Charge""; 2];[""Fire Spin""; 2];[""Stomp""; 2];[""Inferno""; 2];[""Agility""; 3];[""Fire Blast""; 3];[""Bounce""; 3];[""Flare Blitz""; 3];[""Morning Sun""; 4];[""Double Kick""; 4];[""Hypnosis""; 4]]",1,"[""Fire""]","[""Plains""]"
"""Rapidash""","""https://archives.bulbagarden.net/media/upload/thumb/a/a9/0078Rapidash.png/250px-0078Rapidash.png""","[""Male""; ""Female""]",3,6,3,6,2,5,2,5,2,5,4,2,"[""Run Away""; ""Flash Fire""]","[[""Growl""; 0];[""Tail Whip""; 1];[""Ember""; 0];[""Quick Attack""; 1];[""Flame Wheel""; 1];[""Take Down""; 1];[""Poison Jab""; 1];[""Flame Charge""; 2];[""Fire Spin""; 2];[""Stomp""; 2];[""Fury Attack""; 2];[""Megahorn""; 2];[""Inferno""; 2];[""Agility""; 3];[""Fire Blast""; 3];[""Bounce""; 3];[""Flare Blitz""; 3];[""Morning Sun""; 4];[""Horn Drill""; 4];[""Drill Run""; 4]]",1,"[""Fire""]","[""Plains""]"
"""Slowpoke""","""https://archives.bulbagarden.net/media/upload/thumb/1/19/0079Slowpoke.png/250px-0079Slowpoke.png""","[""Male""; ""Female""]",2,4,1,2,2,4,1,3,1,3,3,1,"[""Oblivious""; ""Own Tempo""]","[[""Yawn""; 0];[""Tackle""; 0];[""Curse""; 1];[""Growl""; 1];[""Water Gun""; 1];[""Confusion""; 2];[""Disable""; 2];[""Headbutt""; 2];[""Water Pulse""; 2];[""Zen Headbutt""; 2];[""Slack Off""; 2];[""Amnesia""; 2];[""Psychic""; 3];[""Rain Dance""; 3];[""Psych Up""; 3];[""Heal Pulse""; 3];[""Future Sight""; 3];[""Mud Sport""; 3];[""Icy Wind""; 3]]",1,"[""Water""; ""Psychic""]","[""Freshwater""; ""Jungle""; ""Cave""]"
"""Slowbro""","""https://archives.bulbagarden.net/media/upload/thumb/1/19/0079Slowpoke.png/250px-0079Slowpoke.png""","[""Male""; ""Female""]",2,5,1,3,3,6,3,6,2,5,4,2,"[""Oblivious""; ""Own Tempo""]","[[""Yawn""; 0];[""Tackle""; 0];[""Curse""; 1];[""Growl""; 1];[""Water Gun""; 1];[""Confusion""; 2];[""Disable""; 2];[""Headbutt""; 2];[""Water Pulse""; 2];[""Zen Headbutt""; 2];[""Slack Off""; 2];[""Amnesia""; 2];[""Withdraw""; 2];[""Psychic""; 3];[""Rain Dance""; 3];[""Psych Up""; 3];[""Heal Pulse""; 3];[""Future Sight""; 3];[""Aqua Tail""; 3];[""Belly Drum""; 3]]",1,"[""Water""; ""Psychic""]","[""Freshwater""; ""Jungle""; ""Cave""]"
"""Magnemite""","""https://archives.bulbagarden.net/media/upload/thumb/a/a2/0081Magnemite.png/250px-0081Magnemite.png""","[""None""]",2,4,2,5,2,4,2,4,2,4,3,0,"[""Magnet Pull""; ""Sturdy""]","[[""Tackle""; 0];[""Supersonic""; 0];[""Thunder Shock""; 1];[""Sonic Boom""; 1];[""Light Screen""; 2];[""Thunder Wave""; 2];[""Magnet Bomb""; 2];[""Spark""; 2];[""Mirror Shot""; 2];[""Metal Sound""; 2];[""Electro Ball""; 2];[""Flash Cannon""; 2];[""Screech""; 2];[""Magnet Rise""; 2];[""Lock-On""; 2];[""Discharge""; 3];[""Gyro Ball""; 3];[""Zap Cannon""; 3];[""Gravity""; 4];[""Iron Defense""; 4];[""Signal Beam""; 4]]",1,"[""Electric""; ""Steel""]","[""City""; ""Cave""]"
"""Magneton""","""https://archives.bulbagarden.net/media/upload/thumb/d/d9/0082Magneton.png/250px-0082Magneton.png""","[""None""]",2,4,2,5,3,6,3,7,2,5,4,1,"[""Magnet Pull""; ""Sturdy""]","[[""Tackle""; 0];[""Supersonic""; 0];[""Tri Attack""; 1];[""Thunder Shock""; 1];[""Sonic Boom""; 1];[""Electric Terrain""; 1];[""Light Screen""; 2];[""Thunder Wave""; 2];[""Magnet Bomb""; 2];[""Spark""; 2];[""Mirror Shot""; 2];[""Metal Sound""; 2];[""Electro Ball""; 2];[""Flash Cannon""; 2];[""Screech""; 2];[""Magnet Rise""; 2];[""Lock-On""; 2];[""Discharge""; 3];[""Gyro Ball""; 3];[""Zap Cannon""; 3];[""Gravity""; 4];[""Iron Defense""; 4];[""Signal Beam""; 4]]",1,"[""Electric""; ""Steel""]","[""City""; ""Cave""]"
"""Farfetch'd""","""https://archives.bulbagarden.net/media/upload/thumb/9/99/0083Farfetch%27d.png/250px-0083Farfetch%27d.png""","[""Male""; ""Female""]",2,5,2,4,2,4,2,4,2,4,4,1,"[""Keen Eye""; ""Inner Focus""]","[[""Peck""; 0];[""Sand Attack""; 0];[""Fury Cutter""; 1];[""Leer""; 1];[""Acrobatics""; 2];[""Fury Attack""; 2];[""Knock Off""; 2];[""Slash""; 2];[""Air Cutter""; 2];[""Swords Dance""; 2];[""Agility""; 2];[""Poison Jab""; 2];[""Night Slash""; 3];[""Feint""; 3];[""False Swipe""; 3];[""Air Slash""; 3];[""Brave Bird""; 3];[""Leaf Blade""; 4];[""Feather Dance""; 4];[""Roost""; 4]]",1,"[""Normal""; ""Flying""]","[""Plains""; ""Forest""]"
"""Doduo""","""https://archives.bulbagarden.net/media/upload/thumb/b/b9/0084Doduo.png/250px-0084Doduo.png""","[""Male""; ""Female""]",2,5,2,5,2,4,1,3,1,3,3,0,"[""Run Away""; ""Early Bird""]","[[""Peck""; 0];[""Growl""; 0];[""Quick Attack""; 1];[""Rage""; 1];[""Fury Attack""; 2];[""Pursuit""; 2];[""Pluck""; 2];[""Uproar""; 2];[""Acupressure""; 2];[""Double Hit""; 2];[""Swords Dance""; 2];[""Agility""; 2];[""Jump Kick""; 3];[""Drill Peck""; 3];[""Endeavor""; 3];[""Thrash""; 3];[""Mirror Move""; 4];[""Feint Attack""; 4];[""Brave Bird""; 4]]",1,"[""Normal""; ""Flying""]","[""Plains""]"
"""Dodrio""","""https://archives.bulbagarden.net/media/upload/thumb/9/97/0085Dodrio.png/250px-0085Dodrio.png""","[""Male""; ""Female""]",3,6,3,6,2,5,2,4,2,4,4,1,"[""Run Away""; ""Early Bird""]","[[""Peck""; 0];[""Growl""; 0];[""Quick Attack""; 1];[""Rage""; 1];[""Fury Attack""; 2];[""Pursuit""; 2];[""Pluck""; 2];[""Uproar""; 2];[""Acupressure""; 2];[""Tri Attack""; 2];[""Swords Dance""; 2];[""Agility""; 2];[""Jump Kick""; 3];[""Drill Peck""; 3];[""Endeavor""; 3];[""Thrash""; 3];[""Mirror Move""; 4];[""Feint Attack""; 4];[""Brave Bird""; 4]]",1,"[""Normal""; ""Flying""]","[""Plains""]"
"""Seel""","""https://archives.bulbagarden.net/media/upload/thumb/2/22/0086Seel.png/375px-0086Seel.png""","[""Male""; ""Female""]",2,4,2,4,2,4,2,4,2,5,3,1,"[""Thick Fat""; ""Hydration""]","[[""Water Sport""; 0];[""Growl""; 0];[""Encore""; 1];[""Icy Wind""; 1];[""Take Down""; 1];[""Ice Shard""; 2];[""Rest""; 2];[""Aqua Ring""; 2];[""Aurora Beam""; 2];[""Aqua Jet""; 2];[""Brine""; 2];[""Headbutt""; 2];[""Dive""; 3];[""Aqua Tail""; 3];[""Ice Beam""; 3];[""Safeguard""; 3];[""Hail""; 3];[""Fake Out""; 4];[""Lick""; 4];[""Signal Beam""; 4]]",1,"[""Water""]","[""Ocean""; ""Snow""]"
"""Dewgong""","""https://archives.bulbagarden.net/media/upload/thumb/2/2b/0087Dewgong.png/375px-0087Dewgong.png""","[""Male""; ""Female""]",2,5,2,5,2,5,2,5,3,6,4,2,"[""Thick Fat""; ""Hydration""]","[[""Signal Beam""; 0];[""Growl""; 0];[""Encore""; 1];[""Icy Wind""; 1];[""Take Down""; 1];[""Ice Shard""; 2];[""Rest""; 2];[""Aqua Ring""; 2];[""Aurora Beam""; 2];[""Aqua Jet""; 2];[""Brine""; 2];[""Sheer Cold""; 2];[""Headbutt""; 2];[""Dive""; 3];[""Aqua Tail""; 3];[""Ice Beam""; 3];[""Safeguard""; 3];[""Hail""; 3];[""Avalanche""; 4];[""Perish Song""; 4];[""Horn Drill""; 4]]",1,"[""Water""; ""Ice""]","[""Ocean""; ""Snow""]"
