Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Belbum""","""https://archives.bulbagarden.net/media/upload/a/aa/0374Beldum.png""","[""None""]",2,4,1,3,2,5,1,3,2,4,3,1,"[""Clear Body""]","[[""Take Down""; 0];[""Iron Head""; 3];[""Headbutt""; 4]]",3,"[""Steel""; ""Psychic""]","[""Mountain""]"
"""Metang""","""https://archives.bulbagarden.net/media/upload/2/23/0375Metang.png""","[""None""]",2,5,2,4,3,5,2,4,2,5,4,2,"[""Clear Body""]","[[""Take Down""; 0];[""Confusion""; 1];[""Metal Claw""; 1];[""Magnet Rise""; 2];[""Pursuit""; 2];[""Miracle Eye""; 2];[""Zen Headbutt""; 2];[""Bullet Punch""; 2];[""Scary Face""; 2];[""Agility""; 2];[""Psychic""; 3];[""Meteor Mash""; 3];[""Iron Defense""; 3];[""Hyper Beam""; 3];[""Thunder Punch""; 4];[""Ice Punch""; 4];[""Self-Destruct""; 4]]",3,"[""Steel""; ""Psychic""]","[""Mountain""]"
"""Metagross""","""https://archives.bulbagarden.net/media/upload/f/fe/0376Metagross.png""","[""None""]",3,7,2,5,3,7,3,6,2,5,5,4,"[""Clear Body""]","[[""Take Down""; 0];[""Confusion""; 1];[""Metal Claw""; 1];[""Magnet Rise""; 2];[""Pursuit""; 2];[""Miracle Eye""; 2];[""Zen Headbutt""; 2];[""Bullet Punch""; 2];[""Scary Face""; 2];[""Agility""; 2];[""Psychic""; 3];[""Meteor Mash""; 3];[""Iron Defense""; 3];[""Hammer Arm""; 3];[""Hyper Beam""; 3];[""Telekinesis""; 4];[""Block""; 4];[""Self-Destruct""; 4]]",3,"[""Steel""; ""Psychic""]","[""Mountain""]"
"""Regirock""","""https://archives.bulbagarden.net/media/upload/9/9c/0377Regirock.png""","[""None""]",6,6,4,4,10,10,4,4,6,6,4,5,"[""Clear Body""; ""Sturdy""]","[[""Stomp""; 5];[""Rock Throw""; 5];[""Charge Beam""; 5];[""Bulldoze""; 5];[""Curse""; 5];[""Ancient Power""; 5];[""Iron Defense""; 5];[""Stone Edge""; 5];[""Hammer Arm""; 5];[""Lock-On""; 5];[""Zapcannon""; 5];[""Superpower""; 5];[""Hyper Beam""; 5];[""Explosion""; 5];[""Mimic""; 5];[""Rock Slide""; 5];[""Rock Smash""; 5];[""Rock Polish""; 5]]",3,"[""Rock""]","[""Cave""; ""Mountain""; ""Desert""]"
"""Regice""","""https://archives.bulbagarden.net/media/upload/1/1c/0378Regice.png""","[""None""]",4,4,4,4,6,6,6,6,10,10,4,5,"[""Clear Body""; ""Ice Body""]","[[""Stomp""; 5];[""Icy Wind""; 5];[""Charge Beam""; 5];[""Bulldoze""; 5];[""Curse""; 5];[""Ancient Power""; 5];[""Amnesia""; 5];[""Ice Beam""; 5];[""Hammer Arm""; 5];[""Lock-On""; 5];[""Zap Cannon""; 5];[""Superpower""; 5];[""Hyper Beam""; 5];[""Explosion""; 5];[""Mimic""; 5];[""Avalanche""; 5];[""Ice Punch""; 5];[""Aurora Veil""; 5]]",3,"[""Ice""]","[""Cave""; ""Mountain""; Snow""]"
"""Registeel""","""https://archives.bulbagarden.net/media/upload/2/22/0379Registeel.png""","[""None""]",5,5,4,4,8,8,5,5,8,8,4,5,"[""Clear Body""; ""Light Metal""]","[[""Stomp""; 5];[""Metal Claw""; 5];[""Charge Beam""; 5];[""Bulldoze""; 5];[""Curse""; 5];[""Ancient Power""; 5];[""Iron Defense""; 5];[""Amnesia""; 5];[""Iron Head""; 5];[""Flash Cannon""; 5];[""Hmmer Arm""; 5];[""Lock-On""; 5];[""Zap Cannon""; 5];[""Superpower""; 5];[""Hyper Beam""; 5];[""Explosion""; 5];[""Mimic""; 5];[""Block""; 5];[""Endure""; 5];[""Safeguard""; 5]]",3,"[""Steel""]","[""Cave""; ""Mountain""]"
"""Latias""","""https://archives.bulbagarden.net/media/upload/f/f7/0380Latias.png""","[""Female""]",5,5,6,6,5,5,6,6,7,7,4,5,"[""Levitate""]","[[""Helping Hand""; 0];[""Safeguard""; 0];[""Psywave""; 5];[""Wish""; 5];[""Water Sport""; 5];[""Charm""; 5];[""Stored Power""; 5];[""Refresh""; 5];[""Heal Pulse""; 5];[""Dragon Breath""; 5];[""Mist Ball""; 5];[""Psycho Shift""; 5];[""Recover""; 5];[""Reflect Type""; 5];[""Zen Headbutt""; 5];[""Guard Split""; 5];[""Psychic""; 5];[""Dragon Pulse""; 5];[""Healing Wish""; 5];[""Camouflage""; 5];[""Role Play""; 5]]",3,"[""Dragon""; ""Psychic""]","[""Plains""; ""Mountain""]"
"""Latios""","""https://archives.bulbagarden.net/media/upload/b/b9/0381Latios.png""","[""Male""]",5,5,6,6,5,5,7,7,6,6,4,5,"[""Levitate""]","[[""Helping Hand""; 0];[""Safeguard""; 0];[""Psywave""; 5];[""Heal Block""; 5];[""Protect""; 5];[""Dragon Dance""; 5];[""Stored Power""; 5];[""Refresh""; 5];[""Heal Pulse""; 5];[""Dragon Breath""; 5];[""Luster Purge""; 5];[""Psycho Shift""; 5];[""Recover""; 5];[""Telekenesis""; 5];[""Zen Headbutt""; 5];[""Power Split""; 5];[""Psychic""; 5];[""Dragon Pulse""; 5];[""Momento""; 5];[""Camouflage""; 5];[""Role Play""; 5]]",3,"[""Dragon""; ""Psychic""]","[""Plains""; ""Mountain""]"
"""Kyogre""","""https://archives.bulbagarden.net/media/upload/5/51/0382Kyogre.png""","[""None""]",6,6,5,5,5,5,8,8,7,7,6,5,"[""Drizzle""]","[[""Ancient Power""; 5];[""Water Pulse""; 5];[""Scary face""; 5];[""Aqua Tail""; 5];[""Ice Beam""; 5];[""Origin Pulse""; 5];[""Calm MInd""; 5];[""Muddy Water""; 5];[""Sheer Cold""; 5];[""Hydro Pump""; 5];[""Double-Edge""; 5];[""Water Spout""; 5];[""Strength""; 5];[""Dive""; 5];[""Whirlpool""; 5];[""Blizzard""; 5];[""Psych Up""; 5];[""Mist""; 5];[""Defog""; 5];[""Telekinesis""; 5];[""Blizzard""; 5];[""Drain Punch""; 5];[""Snatch""; 5]]",3,"[""Water""]","[ ""Ocean""; ""Cave""]"
"""Groudon""","""https://archives.bulbagarden.net/media/upload/2/28/0383Groudon.png""","[""None""]",8,8,5,5,7,7,6,6,5,5,5,5,"[""Drought""]","[[""Ancient Power""; 5];[""Mud Shot""; 5];[""Scary face""; 5];[""Earth Power""; 5];[""Lava Plume""; 5];[""Rest""; 5];[""Earthquake""; 5];[""Peripice Blades""; 5];[""Bulk Up""; 5];[""Solar Beam""; 5];[""Fissure""; 5];[""Fire Blast""; 5];[""Hammer Arm""; 5];[""Erupsion""; 5];[""Mud Sport""; 5];[""Dig""; 5];[""Strength""; 5];[""Block""; 5];[""Stealth Rock""; 5];[""Rock Smash""; 5];[""Flame Wheel""; 5];[""Heat Crash""; 5];[""Sandstorm""; 5];[""Wide Guard""; 5];[""Rock Climb""; 5]]",3,"[""Ground""]","[""Cave""; ""Mountain""]"
