Name,Pic,Gender,Str min,Str max,Dex min,Dex max,Vit min,Vit Max,Spec Min,Spec Max,Insight Min,Insight Max,HP Min,Int Rank Min,Abilities,Moves,Generation,Types,Environment
"""Starmie""","""https://archives.bulbagarden.net/media/upload/thumb/a/aa/0121Starmie.png/375px-0121Starmie.png""","[""None""]",2,5,3,6,2,5,3,6,2,5,4,2,"[""Illuminate""; ""Natural Cure""]","[[""Spotlight""; 0];[""Water Gun""; 1];[""Recover""; 1];[""Swift""; 2];[""Rapid Spin""; 2];[""Confuse Ray""; 3];[""Hydro Pump""; 3];[""Thunder Wave""; 4];[""Signal Beam""; 4];[""Twister""; 4]]",1,"[""Water""; ""Psychic""]","[""Ocean""]"
"""Mr. Mime""","""https://archives.bulbagarden.net/media/upload/thumb/f/fb/0122Mr._Mime.png/375px-0122Mr._Mime.png""","[""Male""; ""Female""]",2,4,2,5,2,4,3,6,3,7,4,1,"[""Soundproof""; ""Filter""]","[[""Barrier""; 0];[""Confusion""; 0];[""Quick Guard""; 1];[""Wide Guard""; 1];[""Magical Leaf""; 1];[""Trick""; 1];[""Power Swap""; 2];[""Guard Swap""; 2];[""Copycat""; 2];[""Meditate""; 2];[""Double Slap""; 2];[""Mimic""; 2];[""Psywave""; 2];[""Encore""; 2];[""Light Screen""; 2];[""Reflect""; 2];[""Psybeam""; 2];[""Substitute""; 2];[""Recycle""; 3];[""Misty Terrain""; 3];[""Psychic""; 3];[""Role Play""; 3];[""Baton Pass""; 3];[""Safeguard""; 3];[""Confuse Ray""; 4];[""Fake Out""; 4];[""Nasty Plot""; 4]]",1,"[""Psychic""; ""Fairy""]","[""City""]"
"""Scyther""","""https://archives.bulbagarden.net/media/upload/thumb/8/81/0123Scyther.png/375px-0123Scyther.png""","[""Male""; ""Female""]",3,6,3,6,2,5,2,4,2,5,3,2,"[""Swarm""; ""Technician""]","[[""Quick Attack""; 0];[""Leer""; 0];[""Vacuum Wave""; 1];[""Focus Energy""; 1];[""False Swipe""; 1];[""Pursuit""; 2];[""Agility""; 2];[""Wing Attack""; 2];[""Fury Cutter""; 2];[""Slash""; 2];[""Razor Wing""; 2];[""Double Team""; 2];[""Double Hit""; 2];[""Night Slash""; 3];[""X-Scissor""; 3];[""Air Slash""; 3];[""Swords Dance""; 3];[""Feint""; 3];[""Tailwind""; 4];[""Steel Wing""; 4];[""Quick Guard""; 4]]",1,"[""Bug""; ""Flying""]","[""Plains""; ""Forest""; ""Jungle""]"
"""Jynx""","""https://archives.bulbagarden.net/media/upload/thumb/0/07/0124Jynx.png/375px-0124Jynx.png""","[""Female""]",2,4,3,6,1,3,3,6,3,6,4,2,"[""Oblivious""; ""Forewarn""]","[[""Pound""; 0];[""Lick""; 0];[""Lovely Kiss""; 1];[""Powder Snow""; 1];[""Draining Kiss""; 1];[""Body Slam""; 2];[""Double Slap""; 2];[""Ice Punch""; 2];[""Heart Stamp""; 2];[""Mean Look""; 2];[""Fake Tears""; 2];[""Wake-Up Slap""; 2];[""Avalanche""; 3];[""Perish Song""; 3];[""Wring Out""; 3];[""Blizzard""; 3];[""Fake Out""; 4];[""Nasty Plot""; 4];[""Aurora Veil""; 4]]",1,"[""Ice""; ""Psychic""]","[""Snow""]"
"""Electabuzz""","""https://archives.bulbagarden.net/media/upload/thumb/5/5c/0125Electabuzz.png/375px-0125Electabuzz.png""","[""Male""; ""Female""]",2,5,3,6,2,4,3,6,2,5,4,2,"[""Static""]","[[""Quick Attack""; 0];[""Leer""; 0];[""Thunder Shock""; 1];[""Low Kick""; 1];[""Swift""; 2];[""Shock Wave""; 2];[""Thunder Wave""; 2];[""Electro Ball""; 2];[""Light Screen""; 2];[""Thunder Punch""; 2];[""Discharge""; 3];[""Screech""; 3];[""Thunderbolt""; 3];[""Thunder""; 3];[""Dual Chop""; 4];[""Ice Punch""; 4];[""Meditate""; 4]]",1,"[""Electric""]","[""Cave""; ""Forest""; ""City""]"
"""Magmar""","""https://archives.bulbagarden.net/media/upload/thumb/7/72/0126Magmar.png/250px-0126Magmar.png""","[""Male""; ""Female""]",3,6,2,5,2,4,3,6,2,5,4,2,"[""Flame Body""]","[[""Smog""; 0];[""Leer""; 0];[""Ember""; 0];[""Smokescreen""; 1];[""Feint Attack""; 1];[""Fire Spin""; 1];[""Clear Smog""; 2];[""Flame Burst""; 2];[""Confuse Ray""; 2];[""Fire Punch""; 2];[""Sunny Day""; 2];[""Lava Plume""; 3];[""Flamethrower""; 3];[""Fire Blast""; 3];[""Heat Wave""; 4];[""Karate Chop""; 4];[""Dual Chop""; 4]]",1,"[""Fire""]","[""Mountain""; ""Cave""]"
"""Pinsir""","""https://archives.bulbagarden.net/media/upload/thumb/a/a9/0127Pinsir.png/375px-0127Pinsir.png""","[""Male""; ""Female""]",3,7,2,5,3,6,2,4,2,5,4,2,"[""Hyper Cutter""; ""Mold Breaker""]","[[""Vice Grip""; 0];[""Focus Energy""; 0];[""Bind""; 1];[""Seismic Toss""; 1];[""Harden""; 1];[""Revenge""; 2];[""Brick Break""; 2];[""Vital Throw""; 2];[""Double Hit""; 2];[""Submission""; 2];[""X-Scissor""; 2];[""Storm Throw""; 2];[""Thrash""; 3];[""Swords Dance""; 3];[""Superpower""; 3];[""Guillotine""; 3];[""Iron Defense""; 4];[""Stealth Rock""; 4];[""Feint Attack""; 4]]",1,"[""Bug""]","[""Plains""; ""Forest""; ""Jungle""]"
"""Tauros""","""https://archives.bulbagarden.net/media/upload/thumb/a/ad/0128Tauros.png/375px-0128Tauros.png""","[""Male""]",3,6,3,6,3,6,1,3,2,5,4,2,"[""Intimidate""; ""Anger Point""]","[[""Tackle""; 0];[""Tail Whip""; 0];[""Rage""; 1];[""Horn Attack""; 1];[""Pursuit""; 1];[""Scary Face""; 2];[""Rest""; 2];[""Payback""; 2];[""Work Up""; 2];[""Zen Headbutt""; 2];[""Take Down""; 2];[""Swagger""; 3];[""Thrash""; 3];[""Giga Impact""; 3];[""Smart Strike""; 4];[""Outrage""; 4];[""Sleep Talk""; 4]]",1,"[""Normal""]","[""Plains""; ""Desert""]"
"""Magikarp""","""https://archives.bulbagarden.net/media/upload/thumb/d/d1/0129Magikarp.png/375px-0129Magikarp.png""","[""Male""; ""Female""]",1,2,2,5,2,4,1,2,1,3,3,0,"[""Swift Swim""]","[[""Splash""; 0];[""Tackle""; 2];[""Flail""; 3];[""Bounce""; 4]]",1,"[""Water""]","[""Freshwater""; ""Ocean""]"
"""Gyrados""","""https://archives.bulbagarden.net/media/upload/thumb/b/bc/0130Gyarados.png/375px-0130Gyarados.png""","[""Male""; ""Female""]",3,7,2,5,2,5,2,4,3,6,7,2,"[""Intimidate""]","[[""Dragon Rage""; 0];[""Leer""; 0];[""Twister""; 1];[""Ice Fang""; 1];[""Scary Face""; 1];[""Bite""; 1];[""Thrash""; 2];[""Aqua Tail""; 2];[""Rain Dance""; 2];[""Crunch""; 2];[""Hydro Pump""; 3];[""Dragon Dance""; 2];[""Hyper Beam""; 3];[""Hurricane""; 3];[""Thunder Wave""; 4];[""Outrage""; 4];[""Bounce""; 4]]",1,"[""Water""; ""Flying""]","[""Freshwater""; ""Ocean""]"
"""Lapras""","""https://archives.bulbagarden.net/media/upload/thumb/9/99/0131Lapras.png/375px-0131Lapras.png""","[""Male""; ""Female""]",2,5,2,4,2,5,2,5,3,6,6,2,"[""Shell Armor""; ""Water Absorb""]","[[""Sing""; 0];[""Growl""; 0];[""Water Gun""; 1];[""Mist""; 1];[""Confuse Ray""; 2];[""Ice Shard""; 2];[""Water Pulse""; 2];[""Body Slam""; 2];[""Rain Dance""; 2];[""Brine""; 2];[""Ice Beam""; 2];[""Perish Song""; 3];[""Safeguard""; 3];[""Hydro Pump""; 3];[""Sheer Cold""; 3];[""Dragon Dance""; 4];[""Freeze-Dry""; 4];[""Outrage""; 4]]",1,"[""Water""; ""Ice""]","[""Ocean""]"
"""Ditto""","""https://archives.bulbagarden.net/media/upload/thumb/2/25/0132Ditto.png/375px-0132Ditto.png""","[""None""]",2,4,2,4,2,4,2,4,2,4,4,2,"[""Limber""]","[[""Transform""; 0]]",1,"[""Normal""]","[""City""; ""Forest""; ""Cave""; ""Mountain""; ""Plains""; ""Jungle""; ""Snow""; ""Ocean""]"
"""Eevee""","""https://archives.bulbagarden.net/media/upload/thumb/4/4c/0133Eevee.png/375px-0133Eevee.png""","[""Male""; ""Female""]",2,4,2,4,2,4,2,4,2,4,3,1,"[""Run Away""; ""Adaptability""]","[[""Helping Hand""; 0];[""Growl""; 0];[""Tackle""; 1];[""Tail Whip""; 1];[""Sand Attack""; 1];[""Baby-Doll Eyes""; 1];[""Swift""; 2];[""Quick Attack""; 2];[""Bite""; 2];[""Refresh""; 2];[""Covet""; 2];[""Take Down""; 2];[""Charm""; 2];[""Baton Pass""; 2];[""Double-Edge""; 3];[""Last Resort""; 3];[""Trump Card""; 3];[""Wish""; 4];[""Tickle""; 4];[""Fake Tears""; 4]]",1,"[""Normal""]","[""City""; ""Forest""; ""Plains""]"
